applicant_id,application_date,credit_score,income,age,employment_status,loan_amount,dti_ratio,experiment_group,funnel_stage,decision_outcome,funding_status,defaulted,approved_date,funded_date,funded_amount
APP-07984,2024-12-07,850,58341,57,Employed,33481,0.05,A,Funded,Approved,Funded,0,2024-12-08,2024-12-09,31599.0
APP-07985,2024-12-29,678,74691,43,Employed,31945,0.32645380936247725,A,Funded,Approved,Funded,0,2024-12-31,2025-01-02,29530.0
APP-07986,2025-03-12,549,62556,70,Employed,29476,0.16472254037398185,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-07987,2024-12-03,676,74706,47,Employed,14119,0.30834267626269274,B,Funded,Approved,Funded,0,2024-12-06,2024-12-08,12271.0
APP-07988,2025-03-21,607,46590,50,Self-employed,22048,0.2656636590754002,A,Documents Uploaded,N/A,Not Funded,0,,,
APP-07989,2025-01-11,688,39476,27,Employed,10623,0.2650844317484822,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-07990,2024-12-08,719,60727,36,Employed,12266,0.1026783977963307,B,Funded,Approved,Funded,0,2024-12-11,2024-12-12,11430.0
APP-07991,2024-12-21,795,83344,50,Employed,44368,0.06627567431815373,A,Application Started,N/A,Not Funded,0,,,
APP-07992,2024-12-01,647,70187,42,Employed,32358,0.31469059812401956,B,Documents Uploaded,N/A,Not Funded,0,,,
APP-07993,2025-01-28,846,61006,46,Self-employed,20339,0.20357846422734804,A,Funded,Approved,Funded,0,2025-01-30,2025-02-03,18045.0
APP-07994,2025-03-13,758,67107,34,Self-employed,23094,0.18869380125227714,B,Funded,Approved,Funded,0,2025-03-17,2025-03-18,22937.0
APP-07995,2024-11-12,565,15324,45,Employed,3657,0.33598430709662663,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-07996,2025-04-29,850,89699,45,Self-employed,13840,0.05,B,Approved,Approved,Not Funded,0,,,
APP-07997,2024-12-21,689,38233,29,Employed,11745,0.05,B,Funded,Approved,Funded,0,2024-12-24,2024-12-26,11745.0
APP-07998,2025-01-20,549,55605,51,Employed,12054,0.26918841263920035,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-07999,2024-11-20,848,46813,23,Employed,15905,0.05,A,Funded,Approved,Funded,0,2024-11-23,2024-11-24,14445.0
APP-08000,2024-11-10,850,90628,46,Self-employed,47599,0.05,B,Funded,Approved,Funded,0,2024-11-11,2024-11-14,46259.0
APP-08001,2024-11-13,646,56036,65,Employed,11299,0.15513521558011248,B,Funded,Approved,Funded,1,2024-11-16,2024-11-18,10208.0
APP-08002,2025-02-04,589,28272,52,Employed,5408,0.33816908685104885,A,Documents Uploaded,N/A,Not Funded,0,,,
APP-08003,2024-11-19,629,61727,52,Employed,34316,0.09561563049494468,B,Funded,Approved,Funded,1,2024-11-22,2024-11-23,33931.0
APP-08004,2025-02-04,735,46692,33,Employed,22660,0.1905288251319769,B,Funded,Approved,Funded,0,2025-02-06,2025-02-07,21561.0
APP-08005,2024-12-06,803,80291,65,Employed,13961,0.05,B,Funded,Approved,Funded,0,2024-12-08,2024-12-09,12822.0
APP-08006,2025-05-02,718,51317,60,Employed,9535,0.08314185318513528,A,Funded,Approved,Funded,1,2025-05-04,2025-05-06,9481.0
APP-08007,2025-03-28,662,16779,33,Unemployed,7688,0.42874946689036264,B,Documents Uploaded,N/A,Not Funded,0,,,
APP-08008,2025-01-26,829,48251,38,Self-employed,15278,0.05,A,Funded,Approved,Funded,0,2025-01-28,2025-01-29,13724.0
APP-08009,2025-02-05,612,37591,59,Employed,17888,0.2018786749309331,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-08010,2024-11-13,773,89663,65,Self-employed,29768,0.08733530098181017,B,Funded,Approved,Funded,0,2024-11-16,2024-11-19,27761.0
APP-08011,2024-12-19,615,64522,28,Employed,37777,0.47582172027572883,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-08012,2024-12-16,701,87577,31,Employed,40503,0.09173843987542035,A,Application Started,N/A,Not Funded,0,,,
APP-08013,2025-02-02,636,81672,42,Employed,13964,0.24596370442769286,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-08014,2025-02-18,643,38604,18,Self-employed,11532,0.15500706425061161,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-08015,2025-01-02,604,41630,44,Employed,16802,0.20454391274641667,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-08016,2024-11-29,811,57874,58,Employed,12375,0.05,A,Funded,Approved,Funded,0,2024-12-02,2024-12-03,12008.0
APP-08017,2025-01-04,562,27769,26,Employed,4196,0.18848741676674657,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-08018,2025-05-03,561,15000,45,Unemployed,2785,0.5281586630368054,B,Documents Uploaded,N/A,Not Funded,0,,,
APP-08019,2025-02-05,850,69705,37,Self-employed,26900,0.05,A,Funded,Approved,Funded,0,2025-02-07,2025-02-09,21814.0
APP-08020,2025-04-14,767,35988,63,Unemployed,15637,0.05,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-08021,2025-01-24,363,20616,37,Employed,3954,0.5400610174411908,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-08022,2024-11-14,582,85515,62,Employed,38423,0.400172592971162,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-08023,2024-12-18,432,18013,36,Employed,7704,0.6213774185710998,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-08024,2025-04-08,535,42395,53,Employed,24290,0.12708021259841273,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-08025,2025-03-10,300,33132,47,Employed,17503,0.7669134451616129,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-08026,2025-02-19,633,53905,42,Employed,30966,0.49259082679474114,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-08027,2025-01-11,512,42049,34,Unemployed,24588,0.2323768345553961,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-08028,2024-11-29,657,43451,47,Employed,15136,0.12764015090298902,A,Funded,Approved,Funded,0,2024-11-30,2024-12-01,14089.0
APP-08029,2024-11-12,454,25762,38,Employed,9520,0.22276668020090976,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-08030,2025-02-03,659,31699,35,Self-employed,8772,0.42930493151460286,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-08031,2025-04-30,600,61920,61,Self-employed,23454,0.05,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-08032,2024-11-15,830,33170,50,Employed,7225,0.05,A,Funded,Approved,Funded,0,2024-11-17,2024-11-19,7225.0
APP-08033,2025-01-13,819,86321,51,Unemployed,39029,0.06895328880483755,B,Documents Uploaded,N/A,Not Funded,0,,,
APP-08034,2025-01-26,744,31326,39,Self-employed,5050,0.05,B,Funded,Approved,Funded,0,2025-01-27,2025-01-30,4969.0
APP-08035,2025-03-09,610,65252,41,Employed,16706,0.0641325862357662,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-08036,2025-01-22,850,62923,41,Self-employed,15330,0.05,B,Funded,Approved,Funded,0,2025-01-25,2025-01-27,14462.0
APP-08037,2025-01-09,463,15000,48,Self-employed,8580,0.754773421409723,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-08038,2025-02-14,481,44685,51,Employed,9616,0.3353499119053734,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-08039,2025-02-16,639,67475,43,Self-employed,37168,0.14518919534715197,A,Documents Uploaded,N/A,Not Funded,0,,,
APP-08040,2024-12-02,850,61238,34,Self-employed,12612,0.05,B,Documents Uploaded,N/A,Not Funded,0,,,
APP-08041,2025-01-17,625,61912,53,Self-employed,27415,0.25151432458729905,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-08042,2025-01-03,628,15000,44,Employed,4409,0.322558510423231,B,Funded,Approved,Funded,0,2025-01-06,2025-01-08,4042.0
APP-08043,2024-12-28,476,15000,26,Employed,4383,0.28905438301162484,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-08044,2025-01-22,763,87148,18,Employed,52220,0.10160974139901463,B,Funded,Approved,Funded,0,2025-01-24,2025-01-27,51439.0
APP-08045,2025-01-26,764,56926,47,Employed,14329,0.05,B,Documents Uploaded,N/A,Not Funded,0,,,
APP-08046,2024-12-24,744,22155,34,Unemployed,5342,0.05,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-08047,2025-03-27,574,28422,49,Self-employed,11800,0.3261046948277624,B,Documents Uploaded,N/A,Not Funded,0,,,
APP-08048,2025-01-17,565,23031,34,Employed,11131,0.5799074520129552,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-08049,2024-12-31,494,31080,45,Self-employed,18403,0.17811554644263095,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-08050,2024-12-13,660,43584,39,Employed,20294,0.17690697530576766,B,Funded,Approved,Funded,0,2024-12-17,2024-12-18,18423.0
APP-08051,2025-05-01,520,40578,65,Employed,16346,0.5214632724404281,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-08052,2025-02-08,508,34410,55,Employed,11496,0.32470212618984917,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-08053,2024-11-08,599,72094,60,Employed,30120,0.05,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-08054,2025-02-11,591,52590,44,Employed,22107,0.24299372947202197,A,Application Started,N/A,Not Funded,0,,,
APP-08055,2025-02-20,585,52653,53,Employed,13056,0.46730399722934757,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-08056,2024-12-01,705,78803,45,Self-employed,35622,0.05,B,Funded,Approved,Funded,0,2024-12-03,2024-12-04,33145.0
APP-08057,2024-12-28,659,43124,61,Employed,10435,0.18608642825721902,A,Approved,Approved,Not Funded,0,,,
APP-08058,2025-02-06,615,21262,43,Employed,7877,0.05,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-08059,2024-12-28,671,76239,27,Self-employed,20351,0.1213290539318173,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-08060,2025-04-21,531,40816,20,Employed,11867,0.36925373091659003,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-08061,2024-12-08,662,53987,64,Self-employed,23011,0.1663779205530681,B,Documents Uploaded,N/A,Not Funded,0,,,
APP-08062,2025-04-17,668,39133,49,Employed,7005,0.07527539296301955,B,Funded,Approved,Funded,0,2025-04-20,2025-04-21,6713.0
APP-08063,2024-12-21,469,19562,50,Employed,3040,0.45519890591742845,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-08064,2024-12-02,769,78834,61,Employed,16458,0.11417463355825015,B,Funded,Approved,Funded,0,2024-12-03,2024-12-05,15091.0
APP-08065,2024-11-26,544,59093,24,Employed,13350,0.4053398492975235,B,Documents Uploaded,N/A,Not Funded,0,,,
APP-08066,2025-03-14,660,66676,39,Self-employed,15938,0.10606070473814719,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-08067,2025-02-03,789,79759,41,Employed,39741,0.05,B,Funded,Approved,Funded,0,2025-02-06,2025-02-07,39691.0
APP-08068,2025-04-26,761,72480,52,Employed,25446,0.31821785174726763,A,Application Started,N/A,Not Funded,0,,,
APP-08069,2024-12-30,654,53030,35,Employed,19168,0.17814362417987847,B,Funded,Approved,Funded,0,2025-01-01,2025-01-02,18706.0
APP-08070,2024-12-19,606,42092,29,Employed,18518,0.17887690310967025,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-08071,2025-02-13,763,85506,29,Employed,40880,0.05,B,Documents Uploaded,N/A,Not Funded,0,,,
APP-08072,2025-04-26,730,50525,57,Employed,7658,0.05,A,Funded,Approved,Funded,0,2025-04-28,2025-04-29,7334.0
APP-08073,2024-11-11,575,49899,35,Employed,26722,0.15990226851954364,A,Application Started,N/A,Not Funded,0,,,
APP-08074,2024-11-13,554,24319,37,Employed,14464,0.348412027567892,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-08075,2024-11-05,401,15000,51,Employed,3072,0.4203159112861684,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-08076,2024-12-05,668,47076,35,Employed,20854,0.14227959445229896,A,Application Started,N/A,Not Funded,0,,,
APP-08077,2025-03-09,640,32921,23,Self-employed,4973,0.05,A,Documents Uploaded,N/A,Not Funded,0,,,
APP-08078,2024-12-21,786,79557,25,Self-employed,13688,0.20316432586738267,B,Funded,Approved,Funded,0,2024-12-24,2024-12-25,12964.0
APP-08079,2025-02-22,693,27339,43,Unemployed,7607,0.05,B,Application Started,N/A,Not Funded,0,,,
APP-08080,2025-01-02,810,67984,49,Employed,36091,0.05,B,Funded,Approved,Funded,0,2025-01-04,2025-01-05,30285.0
APP-08081,2024-12-26,566,44250,41,Employed,19630,0.18791599435464934,B,Documents Uploaded,N/A,Not Funded,0,,,
APP-08082,2025-01-10,786,27384,49,Employed,9601,0.05,B,Documents Uploaded,N/A,Not Funded,0,,,
APP-08083,2025-01-27,586,34779,24,Self-employed,12081,0.12339314775848516,A,Documents Uploaded,N/A,Not Funded,0,,,
APP-08084,2025-01-29,743,64413,25,Self-employed,23170,0.09069548713365988,A,Funded,Approved,Funded,0,2025-02-01,2025-02-02,21276.0
APP-08085,2025-01-11,474,40974,70,Self-employed,11881,0.2354486675771416,B,Documents Uploaded,N/A,Not Funded,0,,,
APP-08086,2025-02-04,678,48713,58,Employed,26547,0.17463820710344521,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-08087,2025-02-15,411,39637,53,Employed,16074,0.4434261757291429,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-08088,2024-12-31,617,44513,36,Employed,16370,0.2982529729293959,A,Documents Uploaded,N/A,Not Funded,0,,,
APP-08089,2025-02-13,702,55473,41,Employed,19930,0.20680221881209124,A,Funded,Approved,Funded,0,2025-02-15,2025-02-18,19930.0
APP-08090,2025-02-13,587,48733,43,Employed,27832,0.19361295337172138,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-08091,2025-03-07,523,55839,59,Employed,26559,0.376154710336308,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-08092,2025-04-01,751,46585,48,Unemployed,10023,0.05,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-08093,2024-11-19,637,38963,50,Unemployed,13506,0.37616166356691116,B,Documents Uploaded,N/A,Not Funded,0,,,
APP-08094,2024-12-13,591,30722,41,Employed,8595,0.18240297093052202,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-08095,2025-02-10,655,43856,53,Self-employed,26054,0.12598343912841453,B,Funded,Approved,Funded,0,2025-02-13,2025-02-14,24738.0
APP-08096,2025-02-25,850,98524,47,Unemployed,33195,0.05,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-08097,2024-12-26,788,75254,44,Employed,13586,0.05,B,Funded,Approved,Funded,1,2024-12-27,2024-12-28,13586.0
APP-08098,2025-04-09,789,41278,35,Employed,13830,0.29380468390908976,B,Approved,Approved,Not Funded,0,,,
APP-08099,2025-03-27,702,43191,42,Unemployed,12724,0.1704617403422579,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-08100,2024-11-06,669,59355,31,Employed,24917,0.14896307520050106,A,Funded,Approved,Funded,0,2024-11-08,2024-11-11,22478.0
APP-08101,2025-03-07,362,15000,43,Self-employed,3776,0.45106685982384975,B,Application Started,N/A,Not Funded,0,,,
APP-08102,2025-04-07,568,27293,45,Employed,4535,0.4319667640404389,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-08103,2025-02-05,592,71099,18,Employed,13732,0.15315390399816048,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-08104,2024-12-08,425,15232,41,Employed,4225,0.46186687861700404,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-08105,2025-04-24,511,55193,29,Employed,16930,0.6666927327561729,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-08106,2024-12-19,412,51306,49,Self-employed,26961,0.31641205984786025,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-08107,2025-02-02,645,34830,51,Employed,9457,0.2496861681673755,A,Application Started,N/A,Not Funded,0,,,
APP-08108,2025-02-20,748,42000,38,Self-employed,6895,0.08328177683574432,A,Approved,Approved,Not Funded,0,,,
APP-08109,2024-12-11,782,57677,50,Self-employed,28915,0.07672388931458227,A,Documents Uploaded,N/A,Not Funded,0,,,
APP-08110,2025-02-19,699,33127,51,Unemployed,17922,0.05851446037728303,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-08111,2025-04-26,534,40820,41,Self-employed,15166,0.21866163742704517,A,Documents Uploaded,N/A,Not Funded,0,,,
APP-08112,2025-02-22,418,22686,62,Employed,6311,0.4864739437941254,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-08113,2025-04-28,439,36111,35,Self-employed,17963,0.357845606464786,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-08114,2025-04-07,497,62638,61,Employed,9646,0.05,B,Documents Uploaded,N/A,Not Funded,0,,,
APP-08115,2025-02-03,543,55649,41,Employed,31486,0.17258010183138334,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-08116,2024-11-23,630,57784,33,Employed,31173,0.13999995013082267,B,Funded,Approved,Funded,1,2024-11-26,2024-11-27,28994.0
APP-08117,2025-02-26,528,15000,39,Employed,5927,0.15332262692922993,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-08118,2025-03-04,690,62867,30,Employed,17282,0.13514802247380286,B,Approved,Approved,Not Funded,0,,,
APP-08119,2025-01-17,622,81652,53,Employed,13454,0.08386057347075966,B,Funded,Approved,Funded,0,2025-01-19,2025-01-20,13454.0
APP-08120,2025-04-27,651,15000,24,Employed,8998,0.15473416538731755,B,Funded,Approved,Funded,0,2025-04-30,2025-05-04,8876.0
APP-08121,2025-04-09,786,77387,60,Employed,38146,0.3176809029665159,B,Approved,Approved,Not Funded,0,,,
APP-08122,2025-02-18,508,32612,32,Employed,9862,0.5240503860442222,B,Documents Uploaded,N/A,Not Funded,0,,,
APP-08123,2024-11-21,700,38004,54,Employed,6030,0.1887237910754664,B,Documents Uploaded,N/A,Not Funded,0,,,
APP-08124,2025-04-26,648,65822,44,Self-employed,28809,0.43638433519602987,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-08125,2024-11-14,609,80094,47,Employed,47584,0.20286211176107824,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-08126,2025-03-08,756,76104,36,Employed,35630,0.05,A,Funded,Approved,Funded,0,2025-03-12,2025-03-13,34310.0
APP-08127,2024-12-26,755,53076,48,Employed,9960,0.05,B,Funded,Approved,Funded,0,2024-12-29,2025-01-01,9960.0
APP-08128,2025-03-30,536,19730,45,Employed,6531,0.49672327555036033,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-08129,2025-01-15,628,50692,26,Self-employed,10094,0.48354888986058425,A,Documents Uploaded,N/A,Not Funded,0,,,
APP-08130,2025-04-16,683,70763,32,Employed,39660,0.2573614477922255,A,Funded,Approved,Funded,0,2025-04-20,2025-04-21,35210.0
APP-08131,2025-02-18,617,38958,37,Unemployed,11636,0.4172579138972946,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-08132,2024-12-18,720,51192,34,Unemployed,24573,0.05,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-08133,2025-04-24,683,109740,59,Unemployed,20643,0.4722044522871391,B,Documents Uploaded,N/A,Not Funded,0,,,
APP-08134,2025-01-29,850,91573,44,Employed,19027,0.05,B,Application Started,N/A,Not Funded,0,,,
APP-08135,2025-01-27,466,54602,34,Self-employed,24885,0.7458952211407939,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-08136,2025-01-02,635,19294,38,Employed,10217,0.440997565106432,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-08137,2025-01-20,540,24856,37,Self-employed,5981,0.4158638116630842,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-08138,2025-03-06,722,58693,40,Unemployed,19853,0.05,B,Application Started,N/A,Not Funded,0,,,
APP-08139,2024-12-20,455,15000,31,Employed,6431,0.429985869031858,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-08140,2025-03-25,691,86107,34,Employed,43770,0.05,A,Funded,Approved,Funded,0,2025-03-28,2025-03-30,43637.0
APP-08141,2025-04-29,574,70606,53,Employed,30550,0.39711991161854576,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-08142,2025-04-17,561,30429,46,Self-employed,5871,0.05,A,Documents Uploaded,N/A,Not Funded,0,,,
APP-08143,2025-01-28,476,68278,42,Self-employed,26919,0.3351966689176006,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-08144,2024-11-05,594,44314,44,Employed,24287,0.46398561057209337,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-08145,2025-01-09,780,114787,43,Self-employed,62055,0.1081087317677444,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-08146,2024-12-29,646,52493,41,Self-employed,21693,0.05,B,Documents Uploaded,N/A,Not Funded,0,,,
APP-08147,2025-03-26,725,69023,50,Unemployed,41280,0.05,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-08148,2025-04-26,849,97898,49,Employed,19315,0.05,A,Funded,Approved,Funded,0,2025-04-29,2025-04-30,19315.0
APP-08149,2025-03-29,681,78652,25,Employed,28736,0.13550636754054715,A,Funded,Approved,Funded,0,2025-03-31,2025-04-02,27530.0
APP-08150,2025-01-17,582,53414,42,Unemployed,26643,0.37898262367667257,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-08151,2025-03-23,706,52777,25,Employed,11266,0.18312071612412606,A,Funded,Approved,Funded,0,2025-03-25,2025-03-26,11240.0
APP-08152,2025-02-06,584,53682,51,Employed,31550,0.08618686854448213,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-08153,2025-01-26,589,27576,53,Unemployed,8529,0.33155994061528105,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-08154,2025-03-31,467,34742,36,Self-employed,10685,0.500050552171565,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-08155,2024-11-07,761,38913,42,Employed,9570,0.097028025496305,B,Funded,Approved,Funded,0,2024-11-09,2024-11-10,8613.0
APP-08156,2024-12-06,603,15000,18,Employed,4194,0.592977697148379,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-08157,2024-12-03,671,53108,55,Unemployed,21769,0.24519784388948573,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-08158,2024-12-14,525,62745,52,Employed,21534,0.4639234448911824,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-08159,2025-01-21,702,73716,57,Employed,17472,0.3788787535910646,A,Funded,Approved,Funded,1,2025-01-23,2025-01-24,16758.0
APP-08160,2024-12-01,558,39161,61,Unemployed,20133,0.4050175654574223,A,Application Started,N/A,Not Funded,0,,,
APP-08161,2025-03-22,632,83139,29,Employed,14799,0.10234164817660625,B,Funded,Approved,Funded,0,2025-03-25,2025-03-26,13786.0
APP-08162,2024-12-05,755,49118,54,Employed,25816,0.21765543068917054,A,Funded,Approved,Funded,0,2024-12-07,2024-12-09,24095.0
APP-08163,2024-12-24,744,21043,61,Employed,5759,0.05,B,Funded,Approved,Funded,1,2024-12-27,2024-12-28,5636.0
APP-08164,2025-02-04,647,15000,26,Employed,5597,0.05,B,Funded,Approved,Funded,0,2025-02-06,2025-02-09,5253.0
APP-08165,2025-03-13,437,15000,41,Self-employed,4822,0.2942033618699127,B,Documents Uploaded,N/A,Not Funded,0,,,
APP-08166,2025-03-26,850,86332,39,Self-employed,35117,0.09720234193896223,B,Funded,Approved,Funded,0,2025-03-29,2025-03-30,35117.0
APP-08167,2024-12-01,850,57303,54,Employed,29121,0.05,B,Application Started,N/A,Not Funded,0,,,
APP-08168,2024-11-21,736,67819,18,Employed,40365,0.21412540878523273,B,Approved,Approved,Not Funded,0,,,
APP-08169,2025-01-21,559,73825,65,Employed,21241,0.3700136250451104,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-08170,2025-03-22,636,26598,42,Employed,10618,0.20832709392848017,B,Funded,Approved,Funded,0,2025-03-26,2025-03-28,10019.0
APP-08171,2025-04-10,584,52969,54,Self-employed,19053,0.292701723900127,B,Application Started,N/A,Not Funded,0,,,
APP-08172,2024-12-11,801,75879,43,Employed,45490,0.06241177147595116,A,Funded,Approved,Funded,0,2024-12-13,2024-12-15,42370.0
APP-08173,2025-02-15,681,35885,49,Self-employed,18445,0.05,B,Funded,Approved,Funded,0,2025-02-18,2025-02-20,16818.0
APP-08174,2025-04-10,555,67584,18,Employed,22214,0.08770497348296108,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-08175,2025-01-22,593,38545,39,Employed,14053,0.16098274047745373,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-08176,2025-04-06,784,55724,54,Employed,14526,0.07661850255993846,B,Approved,Approved,Not Funded,0,,,
APP-08177,2025-03-13,842,111432,47,Self-employed,54586,0.05,B,Application Started,N/A,Not Funded,0,,,
APP-08178,2025-03-29,833,78755,24,Employed,41767,0.25319249703011165,A,Documents Uploaded,N/A,Not Funded,0,,,
APP-08179,2025-04-06,740,77505,44,Employed,45281,0.11618948250399318,A,Funded,Approved,Funded,0,2025-04-08,2025-04-11,41175.0
APP-08180,2025-02-09,619,73997,34,Employed,29940,0.21917312348655876,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-08181,2024-11-06,300,15000,33,Unemployed,6777,0.5090494026262069,B,Documents Uploaded,N/A,Not Funded,0,,,
APP-08182,2024-11-12,685,78496,25,Self-employed,27530,0.25611055180136677,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-08183,2025-03-14,649,39862,51,Employed,16905,0.05,A,Application Started,N/A,Not Funded,0,,,
APP-08184,2024-12-29,666,40707,57,Employed,12494,0.18986571567481703,B,Approved,Approved,Not Funded,0,,,
APP-08185,2025-01-30,656,45160,69,Employed,21765,0.08967054801092547,B,Funded,Approved,Funded,0,2025-02-01,2025-02-03,21281.0
APP-08186,2025-03-03,490,21558,26,Unemployed,3453,0.3806394464124533,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-08187,2025-03-04,716,73043,53,Self-employed,11891,0.15294097886135954,B,Funded,Approved,Funded,0,2025-03-06,2025-03-07,11391.0
APP-08188,2024-11-14,725,62844,53,Employed,29678,0.05,B,Funded,Approved,Funded,0,2024-11-16,2024-11-19,29678.0
APP-08189,2024-12-23,731,48275,37,Unemployed,27459,0.05,A,Documents Uploaded,N/A,Not Funded,0,,,
APP-08190,2024-12-16,763,74790,32,Employed,32497,0.05,A,Documents Uploaded,N/A,Not Funded,0,,,
APP-08191,2025-02-04,722,51696,30,Employed,24655,0.2043862613085878,B,Documents Uploaded,N/A,Not Funded,0,,,
APP-08192,2025-05-02,600,38438,37,Self-employed,20017,0.2809700087212173,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-08193,2025-02-22,641,50073,46,Employed,15660,0.11331480101718239,B,Documents Uploaded,N/A,Not Funded,0,,,
APP-08194,2025-01-23,660,60269,60,Unemployed,11972,0.4452220650477627,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-08195,2024-11-20,662,58996,57,Employed,33621,0.34026475457967476,B,Funded,Approved,Funded,0,2024-11-22,2024-11-23,33621.0
APP-08196,2024-11-16,769,54635,24,Employed,31270,0.17026929774171437,B,Approved,Approved,Not Funded,0,,,
APP-08197,2025-03-29,727,74642,34,Employed,26037,0.05,A,Funded,Approved,Funded,0,2025-03-30,2025-04-01,23571.0
APP-08198,2025-01-28,850,65552,59,Self-employed,16238,0.06735214302508968,B,Funded,Approved,Funded,0,2025-01-31,2025-02-01,16238.0
APP-08199,2025-02-10,850,56900,35,Employed,31383,0.05,A,Funded,Approved,Funded,0,2025-02-11,2025-02-14,27007.0
APP-08200,2025-04-21,659,21539,43,Employed,10097,0.05,B,Funded,Approved,Funded,1,2025-04-22,2025-04-25,9366.0
APP-08201,2025-04-09,300,34663,23,Employed,5327,0.5843848976779198,A,Underwriting Review,Rejected,Not Funded,0,,,
